iter	Logloss
371	0.001944486263
372	0.001936447055
373	0.001929419866
374	0.001927762083
375	0.001925888407
376	0.001922864773
377	0.001918554957
378	0.001913666245
379	0.00190926797
380	0.001907212602
381	0.001902605695
382	0.001897638842
383	0.001893912125
384	0.001891143358
385	0.001887929624
386	0.00188292475
387	0.001878627353
388	0.001872809158
389	0.001867239909
390	0.001865539711
391	0.001859082438
392	0.001856159299
393	0.001852038436
394	0.001844095903
395	0.001842223374
396	0.001840017645
397	0.001838801199
398	0.001833546234
399	0.001830994314
